115.60.132.229 - - [12/Aug/2016:00:00:44 +0800] "GET /stat/images/m2.jpg HTTP/1.1" 404 1009
68.180.231.62 - - [12/Aug/2016:11:36:08 +0800] "GET /sxzn/login.action;jsessionid=04FA971448DE3568D8CF2F725AF61AC0 HTTP/1.1" 200 7451
58.32.44.98 - - [12/Aug/2016:11:36:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:11:36:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:11:36:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9F2194EEF530DFFE23318E61EE751134 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:11:36:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CCEF88F1AEC96F890A4FE7903D2A5650 HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:11:37:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:11:37:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:11:38:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:11:38:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:11:40:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5F0B956B1465147DC0C6F3FB40E0EFBA HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:11:40:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D830760A732B4ADA9A1C411A44453BC5 HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:11:40:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0EC64ED4C17147E087A670D9F9311FFB HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:11:40:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:11:40:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:11:41:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:11:41:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [12/Aug/2016:11:42:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:11:42:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:11:43:06 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:11:43:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.238.43.210 - - [12/Aug/2016:11:44:02 +0800] "GET /zszx/map/photo/cgzai/ajs.bmp HTTP/1.1" 200 867098
42.156.138.104 - - [12/Aug/2016:11:44:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=629763BBEA0A5C0CE2C7002148D6323F HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:11:44:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2BD8D48CEB0428A64CBE66DDEA2C9D6D HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:11:44:16 +0800] "GET /sxzn/foreground/viewMetadata.action?id=61 HTTP/1.1" 200 9322
61.149.81.22 - - [12/Aug/2016:11:45:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:11:45:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:11:46:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:11:46:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [12/Aug/2016:11:47:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:11:47:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:11:47:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7ADE571140F9D0862D7E1047624625C7 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:11:47:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C5553B5EDD25D28F58FA68DC78712C7F HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:11:48:06 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:11:48:07 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.42.245.55 - - [12/Aug/2016:11:48:07 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [12/Aug/2016:11:50:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:11:50:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
42.156.138.104 - - [12/Aug/2016:11:51:13 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=93CC87093BC64269D56B074A9F747772 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:11:51:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5B52A92F962C0DC1E5B9A4E07B34A8DF HTTP/1.1" 200 26368
58.32.44.98 - - [12/Aug/2016:11:51:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:11:51:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [12/Aug/2016:11:52:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:11:52:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
40.77.167.63 - - [12/Aug/2016:11:52:24 +0800] "GET /sxzn/foreground/browseMetadata.action?id=16 HTTP/1.1" 200 17686
40.77.167.63 - - [12/Aug/2016:11:52:45 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
40.77.167.63 - - [12/Aug/2016:11:52:46 +0800] "GET /sxzn/js/images_mz/M0.gif HTTP/1.1" 200 159
157.55.39.250 - - [12/Aug/2016:11:52:53 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
157.55.39.250 - - [12/Aug/2016:11:52:53 +0800] "GET /sxzn/images/doc_02.gif HTTP/1.1" 200 55
207.46.13.180 - - [12/Aug/2016:11:53:02 +0800] "GET /sxzn/images/banner.jpg HTTP/1.1" 200 38590
111.192.102.34 - - [12/Aug/2016:11:53:06 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:11:53:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
157.55.39.188 - - [12/Aug/2016:11:53:12 +0800] "GET /sxzn/js/images_mz/L3.gif HTTP/1.1" 200 63
157.55.39.188 - - [12/Aug/2016:11:53:12 +0800] "GET /sxzn/js/images_mz/L5.gif HTTP/1.1" 200 58
49.77.207.148 - - [12/Aug/2016:11:53:53 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 200 867098
180.97.106.162 - - [12/Aug/2016:11:54:12 +0800] "GET http://180.163.113.82/check_proxy HTTP/1.1" 404 988
49.77.207.148 - - [12/Aug/2016:11:54:23 +0800] "GET /zszx/map/photo/50huangtu/lxfrmczl.com HTTP/1.1" 200 867098
49.77.207.148 - - [12/Aug/2016:11:54:26 +0800] "GET /zszx/map/photo/50huangtu/zlkdwc.bmp HTTP/1.1" 200 867098
42.156.138.104 - - [12/Aug/2016:11:54:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2BF215DEA87C8A58A8404DFC9B821956 HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:11:55:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:11:55:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:11:56:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:11:56:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.111.220.204 - - [12/Aug/2016:11:56:46 +0800] "GET /stat/stat_txt_4.htm HTTP/1.1" 404 217
113.111.220.204 - - [12/Aug/2016:11:56:46 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.95.12.85 - - [12/Aug/2016:11:57:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:11:57:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:11:58:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:11:58:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:11:58:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4A760C36E0F3CC921A6B57DC26CA6EB4 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:11:58:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=39DCCA4BFF3A9068D6B230D9EE2DD136 HTTP/1.1" 200 26368
66.249.79.170 - - [12/Aug/2016:11:58:38 +0800] "GET / HTTP/1.1" 302 -
66.249.79.167 - - [12/Aug/2016:11:58:39 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
61.149.81.22 - - [12/Aug/2016:12:00:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:00:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:12:01:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:12:01:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [12/Aug/2016:12:02:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:12:02:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:12:02:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=44B3E4EE9C37FDA0622628366691C1E7 HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:12:03:06 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:12:03:07 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
112.117.28.34 - - [12/Aug/2016:12:04:18 +0800] "GET /zszx/map/photo/cw/geom.bmp HTTP/1.1" 200 867098
123.85.3.90 - - [12/Aug/2016:12:05:20 +0800] "GET /stat/images/m4.jpg HTTP/1.1" 404 1009
123.85.3.90 - - [12/Aug/2016:12:05:22 +0800] "GET /stat/images/m4.jpg HTTP/1.1" 404 1009
123.85.3.90 - - [12/Aug/2016:12:05:22 +0800] "GET /stat/images/m4.jpg HTTP/1.1" 404 1009
182.150.161.92 - - [12/Aug/2016:12:05:40 +0800] "GET /zszx/map/photo/cgzai/cgndys.bmp HTTP/1.1" 200 867098
42.156.138.104 - - [12/Aug/2016:12:05:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7A3038098CD47094C01FE2DE2FFBDE3E HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:12:05:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=359B65308341EEC7DD010AA9D380ACF4 HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:12:05:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:05:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:12:06:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:12:06:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.160.213.163 - - [12/Aug/2016:12:06:18 +0800] "CONNECT www.4008823823.com.cn:443 HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:12:07:05 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:12:07:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:12:08:06 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:12:08:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:12:09:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=295F78C2696A2357B445B340506D74DF HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:12:09:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C2DFC8149CD1D919D0E3EC660CA9D030 HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:12:09:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BFC9C7E6F1CFC3D210C1F9DD2780AAF4 HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:12:10:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:10:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
220.181.108.115 - - [12/Aug/2016:12:10:59 +0800] "GET /zszx/map/photo/50huangtu/zlkdwc.bmp HTTP/1.1" 200 867098
58.32.44.98 - - [12/Aug/2016:12:11:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:12:11:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
210.72.68.178 - - [12/Aug/2016:12:12:03 +0800] "GET / HTTP/1.1" 302 -
210.72.68.178 - - [12/Aug/2016:12:12:03 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
210.72.68.178 - - [12/Aug/2016:12:12:03 +0800] "GET /sxzn/images/doc_02.gif HTTP/1.1" 200 55
210.72.68.178 - - [12/Aug/2016:12:12:03 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
210.72.68.178 - - [12/Aug/2016:12:12:03 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
210.72.68.178 - - [12/Aug/2016:12:12:03 +0800] "GET /sxzn/images/yonghu.jpg HTTP/1.1" 200 16368
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/rand.action HTTP/1.1" 200 1319
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 200 344
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/images/new.gif HTTP/1.1" 200 1816
210.72.68.178 - - [12/Aug/2016:12:12:03 +0800] "GET /sxzn/images/banner.jpg HTTP/1.1" 200 38590
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /favicon.ico HTTP/1.1" 404 988
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/images/point.gif HTTP/1.1" 200 134
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/images/zh-cn.gif HTTP/1.1" 200 891
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/images/options.png HTTP/1.1" 200 615
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/images/leftSubTitle_bg.gif HTTP/1.1" 200 53
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/images/bg.jpg HTTP/1.1" 200 19679
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/images/icon.gif HTTP/1.1" 200 119
113.95.12.85 - - [12/Aug/2016:12:12:04 +0800] "HEAD / HTTP/1.1" 302 -
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/images/new1.gif HTTP/1.1" 200 1724
210.72.68.178 - - [12/Aug/2016:12:12:03 +0800] "GET /sxzn/images/banner_home.jpg HTTP/1.1" 200 50428
210.72.68.178 - - [12/Aug/2016:12:12:04 +0800] "GET /sxzn/images/yonghu.jpg HTTP/1.1" 200 31309
113.95.12.85 - - [12/Aug/2016:12:12:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
210.72.68.178 - - [12/Aug/2016:12:12:20 +0800] "GET /sxzn/css/metadata.css HTTP/1.1" 200 945
210.72.68.178 - - [12/Aug/2016:12:12:20 +0800] "GET /sxzn/foreground/viewMetadata.action?id=215 HTTP/1.1" 200 9164
104.236.111.65 - - [12/Aug/2016:12:12:20 +0800] "HEAD / HTTP/1.0" 302 -
210.72.68.178 - - [12/Aug/2016:12:12:20 +0800] "GET /favicon.ico HTTP/1.1" 404 988
42.156.138.104 - - [12/Aug/2016:12:12:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EBC11AE981CD4EFA81B8CBC335BD1B34 HTTP/1.1" 200 26368
210.72.68.178 - - [12/Aug/2016:12:13:03 +0800] "GET /sxzn/foreground/viewMetadata.action?id=59 HTTP/1.1" 200 9439
111.192.102.34 - - [12/Aug/2016:12:13:06 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:12:13:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:12:15:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:15:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:12:16:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:12:16:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:12:16:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5407F65199D8033B1E8D5A9E35D8BEE6 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:12:16:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=259E817E3EC8A0993EE6432FC5F2E6AB HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:12:17:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:12:17:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:12:18:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:12:18:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:12:19:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6202F87FD0603BB2B0C1423393611342 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:12:19:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9BEDCF12BF3950C240D40AD224BC239D HTTP/1.1" 200 26368
66.249.79.167 - - [12/Aug/2016:12:20:22 +0800] "GET /robots.txt HTTP/1.1" 200 68
66.249.79.167 - - [12/Aug/2016:12:20:22 +0800] "GET /tlp/top.jsp HTTP/1.1" 500 2630
61.149.81.22 - - [12/Aug/2016:12:20:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:20:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:12:21:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:12:21:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [12/Aug/2016:12:22:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:12:22:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:12:23:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:12:23:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:12:23:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0C2F748E506681B54961BD9F52506215 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:12:23:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E821D4896D8287756E799579B125F5FE HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:12:25:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:25:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:12:26:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:12:26:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
40.77.167.63 - - [12/Aug/2016:12:26:59 +0800] "GET /http_type/tm/docments/LT51190282006229IKR00%20Metadata.htm HTTP/1.1" 304 -
113.95.12.85 - - [12/Aug/2016:12:27:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:12:27:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:12:27:13 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=782C3B006883468B17C538B2957518E8 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:12:27:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=60A18F9A6CAF554220A6E37B662785BD HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:12:28:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:12:28:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:12:29:55 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:29:55 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18819
61.149.81.22 - - [12/Aug/2016:12:30:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:30:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:12:31:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:12:31:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:12:31:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ECD29251913CF8DAB07E6ACBAE33CCA2 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:12:31:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3352AED491CB558CA93870F6FBE36608 HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:12:31:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=62EABAE0831391CEBA3F4F2422AFB9C8 HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:12:32:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:12:32:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:12:33:05 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:12:33:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
218.26.184.116 - - [12/Aug/2016:12:34:16 +0800] "GET /zszx/map/photo/80huagtu/jh99.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [12/Aug/2016:12:35:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:35:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:12:36:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:12:36:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:12:36:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E20F64E1BD6D570E2EFCA13B3CAFA56C HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:12:36:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EA6A1A95FA36DE7C7E079260EB2356C4 HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:12:36:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=839DB3581A29A971D118BED80B002E08 HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:12:37:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:12:37:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:12:38:06 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:12:38:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
182.126.248.113 - - [12/Aug/2016:12:38:53 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 200 867098
58.32.44.98 - - [12/Aug/2016:12:39:17 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:12:39:17 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:12:40:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C0BCBCFEBFFD997A55AC339FBA76A95E HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:12:40:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=62B2BA09D158548CD5A4187F696AF3B0 HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:12:40:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:40:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
218.173.120.46 - - [12/Aug/2016:12:41:39 +0800] "GET /zszx/map/photo/90huangtu/rain.bmp HTTP/1.1" 200 867098
113.95.12.85 - - [12/Aug/2016:12:42:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:12:42:04 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
157.55.39.188 - - [12/Aug/2016:12:42:24 +0800] "GET /sxzn/viewDataset.action?id=161 HTTP/1.1" 302 -
157.55.39.188 - - [12/Aug/2016:12:42:26 +0800] "GET /sxzn/login.action;jsessionid=DED97BF4889D4124A948DBC9A2E9F868 HTTP/1.1" 200 7451
111.192.102.34 - - [12/Aug/2016:12:43:06 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:12:43:06 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:12:43:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F57974DB3B8FACD392CB6ED472F04EE9 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:12:43:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CF21C1C26690E774403BDACF2ABF55A5 HTTP/1.1" 200 26368
58.32.44.98 - - [12/Aug/2016:12:44:02 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:12:44:02 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:12:45:58 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:12:45:58 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
218.173.120.46 - - [12/Aug/2016:12:46:40 +0800] "-" 408 -
113.95.12.85 - - [12/Aug/2016:12:47:04 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:12:47:05 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
